Sensore,Data,Temperatura
S1,2020-10-06,51
S2,2020-10-06,27
S3,2020-10-06,39
S4,2020-10-06,12
S5,2020-10-06,14
S6,2020-10-06,32
S7,2020-10-06,18
S8,2020-10-06,30
S9,2020-10-06,23
S10,2020-10-06,11
S11,2020-10-06,52
S12,2020-10-06,45
S13,2020-10-06,36
S14,2020-10-06,41
S15,2020-10-06,11
S1,2020-10-07,36
S2,2020-10-07,62
S3,2020-10-07,41
S4,2020-10-07,63
S5,2020-10-07,25
S6,2020-10-07,11
S7,2020-10-07,49
S8,2020-10-07,29
S9,2020-10-07,19
S10,2020-10-07,53
S11,2020-10-07,47
S12,2020-10-07,20
S13,2020-10-07,39
S14,2020-10-07,13
S15,2020-10-07,10
S1,2020-10-08,57
S2,2020-10-08,22
S3,2020-10-08,58
S4,2020-10-08,21
S5,2020-10-08,60
S6,2020-10-08,58
S7,2020-10-08,60
S8,2020-10-08,44
S9,2020-10-08,44
S10,2020-10-08,35
S11,2020-10-08,59
S12,2020-10-08,10
S13,2020-10-08,23
S14,2020-10-08,61
S15,2020-10-08,32
S1,2020-10-09,14
S2,2020-10-09,44
S3,2020-10-09,44
S4,2020-10-09,12
S5,2020-10-09,37
S6,2020-10-09,31
S7,2020-10-09,45
S8,2020-10-09,11
S9,2020-10-09,16
S10,2020-10-09,14
S11,2020-10-09,11
S12,2020-10-09,63
S13,2020-10-09,30
S14,2020-10-09,24
S15,2020-10-09,31
S1,2020-10-10,22
S2,2020-10-10,44
S3,2020-10-10,26
S4,2020-10-10,23
S5,2020-10-10,19
S6,2020-10-10,39
S7,2020-10-10,52
S8,2020-10-10,25
S9,2020-10-10,46
S10,2020-10-10,17
S11,2020-10-10,41
S12,2020-10-10,27
S13,2020-10-10,61
S14,2020-10-10,37
S15,2020-10-10,31
S1,2020-10-11,11
S2,2020-10-11,35
S3,2020-10-11,32
S4,2020-10-11,51
S5,2020-10-11,48
S6,2020-10-11,13
S7,2020-10-11,40
S8,2020-10-11,36
S9,2020-10-11,41
S10,2020-10-11,44
S11,2020-10-11,22
S12,2020-10-11,21
S13,2020-10-11,52
S14,2020-10-11,17
S15,2020-10-11,58
S1,2020-10-12,60
S2,2020-10-12,39
S3,2020-10-12,30
S4,2020-10-12,22
S5,2020-10-12,22
S6,2020-10-12,24
S7,2020-10-12,48
S8,2020-10-12,10
S9,2020-10-12,52
S10,2020-10-12,58
S11,2020-10-12,27
S12,2020-10-12,28
S13,2020-10-12,63
S14,2020-10-12,59
S15,2020-10-12,61
S1,2020-10-13,13
S2,2020-10-13,48
S3,2020-10-13,38
S4,2020-10-13,49
S5,2020-10-13,13
S6,2020-10-13,41
S7,2020-10-13,40
S8,2020-10-13,43
S9,2020-10-13,40
S10,2020-10-13,28
S11,2020-10-13,47
S12,2020-10-13,18
S13,2020-10-13,50
S14,2020-10-13,44
S15,2020-10-13,61
S1,2020-10-14,27
S2,2020-10-14,10
S3,2020-10-14,18
S4,2020-10-14,52
S5,2020-10-14,22
S6,2020-10-14,11
S7,2020-10-14,62
S8,2020-10-14,48
S9,2020-10-14,24
S10,2020-10-14,17
S11,2020-10-14,27
S12,2020-10-14,35
S13,2020-10-14,45
S14,2020-10-14,58
S15,2020-10-14,31
S1,2020-10-15,49
S2,2020-10-15,41
S3,2020-10-15,42
S4,2020-10-15,45
S5,2020-10-15,41
S6,2020-10-15,39
S7,2020-10-15,48
S8,2020-10-15,12
S9,2020-10-15,13
S10,2020-10-15,27
S11,2020-10-15,29
S12,2020-10-15,60
S13,2020-10-15,54
S14,2020-10-15,59
S15,2020-10-15,40
S1,2020-10-16,16
S2,2020-10-16,63
S3,2020-10-16,31
S4,2020-10-16,55
S5,2020-10-16,40
S6,2020-10-16,26
S7,2020-10-16,20
S8,2020-10-16,20
S9,2020-10-16,46
S10,2020-10-16,59
S11,2020-10-16,15
S12,2020-10-16,64
S13,2020-10-16,23
S14,2020-10-16,42
S15,2020-10-16,50
S1,2020-10-17,16
S2,2020-10-17,59
S3,2020-10-17,50
S4,2020-10-17,19
S5,2020-10-17,44
S6,2020-10-17,15
S7,2020-10-17,41
S8,2020-10-17,14
S9,2020-10-17,13
S10,2020-10-17,32
S11,2020-10-17,44
S12,2020-10-17,62
S13,2020-10-17,14
S14,2020-10-17,35
S15,2020-10-17,57
S1,2020-10-18,15
S2,2020-10-18,17
S3,2020-10-18,54
S4,2020-10-18,49
S5,2020-10-18,11
S6,2020-10-18,28
S7,2020-10-18,13
S8,2020-10-18,55
S9,2020-10-18,28
S10,2020-10-18,14
S11,2020-10-18,38
S12,2020-10-18,31
S13,2020-10-18,60
S14,2020-10-18,50
S15,2020-10-18,35
S1,2020-10-19,40
S2,2020-10-19,35
S3,2020-10-19,35
S4,2020-10-19,27
S5,2020-10-19,21
S6,2020-10-19,34
S7,2020-10-19,20
S8,2020-10-19,45
S9,2020-10-19,24
S10,2020-10-19,34
S11,2020-10-19,39
S12,2020-10-19,58
S13,2020-10-19,28
S14,2020-10-19,32
S15,2020-10-19,60
S1,2020-10-20,29
S2,2020-10-20,15
S3,2020-10-20,50
S4,2020-10-20,54
S5,2020-10-20,54
S6,2020-10-20,62
S7,2020-10-20,19
S8,2020-10-20,38
S9,2020-10-20,40
S10,2020-10-20,31
S11,2020-10-20,12
S12,2020-10-20,14
S13,2020-10-20,31
S14,2020-10-20,14
S15,2020-10-20,15
S1,2020-10-21,49
S2,2020-10-21,46
S3,2020-10-21,29
S4,2020-10-21,42
S5,2020-10-21,57
S6,2020-10-21,19
S7,2020-10-21,36
S8,2020-10-21,51
S9,2020-10-21,24
S10,2020-10-21,33
S11,2020-10-21,59
S12,2020-10-21,37
S13,2020-10-21,39
S14,2020-10-21,24
S15,2020-10-21,36
S1,2020-10-22,35
S2,2020-10-22,50
S3,2020-10-22,32
S4,2020-10-22,32
S5,2020-10-22,50
S6,2020-10-22,33
S7,2020-10-22,46
S8,2020-10-22,16
S9,2020-10-22,61
S10,2020-10-22,37
S11,2020-10-22,30
S12,2020-10-22,61
S13,2020-10-22,59
S14,2020-10-22,61
S15,2020-10-22,18
S1,2020-10-23,30
S2,2020-10-23,53
S3,2020-10-23,40
S4,2020-10-23,19
S5,2020-10-23,50
S6,2020-10-23,58
S7,2020-10-23,39
S8,2020-10-23,50
S9,2020-10-23,40
S10,2020-10-23,51
S11,2020-10-23,57
S12,2020-10-23,29
S13,2020-10-23,35
S14,2020-10-23,31
S15,2020-10-23,59
S1,2020-10-24,34
S2,2020-10-24,44
S3,2020-10-24,24
S4,2020-10-24,14
S5,2020-10-24,61
S6,2020-10-24,27
S7,2020-10-24,46
S8,2020-10-24,64
S9,2020-10-24,29
S10,2020-10-24,47
S11,2020-10-24,13
S12,2020-10-24,40
S13,2020-10-24,32
S14,2020-10-24,15
S15,2020-10-24,36
S1,2020-10-25,22
S2,2020-10-25,41
S3,2020-10-25,55
S4,2020-10-25,15
S5,2020-10-25,12
S6,2020-10-25,15
S7,2020-10-25,62
S8,2020-10-25,30
S9,2020-10-25,38
S10,2020-10-25,42
S11,2020-10-25,60
S12,2020-10-25,64
S13,2020-10-25,57
S14,2020-10-25,45
S15,2020-10-25,58
S1,2020-10-26,14
S2,2020-10-26,20
S3,2020-10-26,49
S4,2020-10-26,11
S5,2020-10-26,12
S6,2020-10-26,50
S7,2020-10-26,47
S8,2020-10-26,55
S9,2020-10-26,64
S10,2020-10-26,56
S11,2020-10-26,48
S12,2020-10-26,54
S13,2020-10-26,20
S14,2020-10-26,37
S15,2020-10-26,47
S1,2020-10-27,28
S2,2020-10-27,16
S3,2020-10-27,45
S4,2020-10-27,13
S5,2020-10-27,39
S6,2020-10-27,25
S7,2020-10-27,38
S8,2020-10-27,29
S9,2020-10-27,28
S10,2020-10-27,54
S11,2020-10-27,37
S12,2020-10-27,24
S13,2020-10-27,50
S14,2020-10-27,36
S15,2020-10-27,10
S1,2020-10-28,27
S2,2020-10-28,53
S3,2020-10-28,28
S4,2020-10-28,36
S5,2020-10-28,42
S6,2020-10-28,57
S7,2020-10-28,55
S8,2020-10-28,31
S9,2020-10-28,12
S10,2020-10-28,50
S11,2020-10-28,40
S12,2020-10-28,51
S13,2020-10-28,56
S14,2020-10-28,24
S15,2020-10-28,28
S1,2020-10-29,26
S2,2020-10-29,51
S3,2020-10-29,57
S4,2020-10-29,56
S5,2020-10-29,24
S6,2020-10-29,53
S7,2020-10-29,29
S8,2020-10-29,54
S9,2020-10-29,16
S10,2020-10-29,42
S11,2020-10-29,40
S12,2020-10-29,55
S13,2020-10-29,31
S14,2020-10-29,22
S15,2020-10-29,40
S1,2020-10-30,36
S2,2020-10-30,61
S3,2020-10-30,28
S4,2020-10-30,63
S5,2020-10-30,39
S6,2020-10-30,59
S7,2020-10-30,36
S8,2020-10-30,49
S9,2020-10-30,59
S10,2020-10-30,54
S11,2020-10-30,38
S12,2020-10-30,50
S13,2020-10-30,43
S14,2020-10-30,27
S15,2020-10-30,63
S1,2020-10-31,39
S2,2020-10-31,47
S3,2020-10-31,15
S4,2020-10-31,64
S5,2020-10-31,37
S6,2020-10-31,51
S7,2020-10-31,31
S8,2020-10-31,59
S9,2020-10-31,22
S10,2020-10-31,21
S11,2020-10-31,63
S12,2020-10-31,64
S13,2020-10-31,21
S14,2020-10-31,58
S15,2020-10-31,11
S1,2020-11-01,12
S2,2020-11-01,33
S3,2020-11-01,18
S4,2020-11-01,37
S5,2020-11-01,24
S6,2020-11-01,44
S7,2020-11-01,32
S8,2020-11-01,57
S9,2020-11-01,49
S10,2020-11-01,34
S11,2020-11-01,54
S12,2020-11-01,11
S13,2020-11-01,63
S14,2020-11-01,11
S15,2020-11-01,50
S1,2020-11-02,13
S2,2020-11-02,50
S3,2020-11-02,37
S4,2020-11-02,18
S5,2020-11-02,13
S6,2020-11-02,58
S7,2020-11-02,49
S8,2020-11-02,31
S9,2020-11-02,49
S10,2020-11-02,54
S11,2020-11-02,14
S12,2020-11-02,11
S13,2020-11-02,15
S14,2020-11-02,51
S15,2020-11-02,41
S1,2020-11-03,60
S2,2020-11-03,24
S3,2020-11-03,56
S4,2020-11-03,57
S5,2020-11-03,52
S6,2020-11-03,14
S7,2020-11-03,41
S8,2020-11-03,16
S9,2020-11-03,12
S10,2020-11-03,29
S11,2020-11-03,16
S12,2020-11-03,54
S13,2020-11-03,30
S14,2020-11-03,40
S15,2020-11-03,48
S1,2020-11-04,49
S2,2020-11-04,33
S3,2020-11-04,58
S4,2020-11-04,37
S5,2020-11-04,18
S6,2020-11-04,22
S7,2020-11-04,37
S8,2020-11-04,13
S9,2020-11-04,55
S10,2020-11-04,18
S11,2020-11-04,27
S12,2020-11-04,11
S13,2020-11-04,34
S14,2020-11-04,47
S15,2020-11-04,19
S1,2020-11-05,42
S2,2020-11-05,26
S3,2020-11-05,16
S4,2020-11-05,18
S5,2020-11-05,38
S6,2020-11-05,40
S7,2020-11-05,20
S8,2020-11-05,15
S9,2020-11-05,23
S10,2020-11-05,45
S11,2020-11-05,37
S12,2020-11-05,44
S13,2020-11-05,34
S14,2020-11-05,54
S15,2020-11-05,61
S1,2020-11-06,14
S2,2020-11-06,28
S3,2020-11-06,56
S4,2020-11-06,11
S5,2020-11-06,14
S6,2020-11-06,46
S7,2020-11-06,18
S8,2020-11-06,43
S9,2020-11-06,43
S10,2020-11-06,28
S11,2020-11-06,33
S12,2020-11-06,21
S13,2020-11-06,11
S14,2020-11-06,49
S15,2020-11-06,35
S1,2020-11-07,13
S2,2020-11-07,16
S3,2020-11-07,33
S4,2020-11-07,58
S5,2020-11-07,51
S6,2020-11-07,54
S7,2020-11-07,48
S8,2020-11-07,21
S9,2020-11-07,12
S10,2020-11-07,17
S11,2020-11-07,38
S12,2020-11-07,28
S13,2020-11-07,45
S14,2020-11-07,56
S15,2020-11-07,46
S1,2020-11-08,42
S2,2020-11-08,12
S3,2020-11-08,23
S4,2020-11-08,58
S5,2020-11-08,14
S6,2020-11-08,63
S7,2020-11-08,20
S8,2020-11-08,33
S9,2020-11-08,42
S10,2020-11-08,38
S11,2020-11-08,34
S12,2020-11-08,47
S13,2020-11-08,38
S14,2020-11-08,55
S15,2020-11-08,14
S1,2020-11-09,29
S2,2020-11-09,19
S3,2020-11-09,31
S4,2020-11-09,52
S5,2020-11-09,42
S6,2020-11-09,30
S7,2020-11-09,21
S8,2020-11-09,40
S9,2020-11-09,12
S10,2020-11-09,16
S11,2020-11-09,30
S12,2020-11-09,17
S13,2020-11-09,54
S14,2020-11-09,58
S15,2020-11-09,41
S1,2020-11-10,28
S2,2020-11-10,38
S3,2020-11-10,52
S4,2020-11-10,61
S5,2020-11-10,51
S6,2020-11-10,30
S7,2020-11-10,62
S8,2020-11-10,17
S9,2020-11-10,45
S10,2020-11-10,36
S11,2020-11-10,57
S12,2020-11-10,48
S13,2020-11-10,55
S14,2020-11-10,30
S15,2020-11-10,27
S1,2020-11-11,16
S2,2020-11-11,20
S3,2020-11-11,31
S4,2020-11-11,62
S5,2020-11-11,53
S6,2020-11-11,29
S7,2020-11-11,61
S8,2020-11-11,57
S9,2020-11-11,23
S10,2020-11-11,25
S11,2020-11-11,31
S12,2020-11-11,36
S13,2020-11-11,20
S14,2020-11-11,51
S15,2020-11-11,48
S1,2020-11-12,56
S2,2020-11-12,30
S3,2020-11-12,39
S4,2020-11-12,11
S5,2020-11-12,19
S6,2020-11-12,60
S7,2020-11-12,60
S8,2020-11-12,41
S9,2020-11-12,13
S10,2020-11-12,49
S11,2020-11-12,31
S12,2020-11-12,11
S13,2020-11-12,50
S14,2020-11-12,25
S15,2020-11-12,49
S1,2020-11-13,46
S2,2020-11-13,31
S3,2020-11-13,20
S4,2020-11-13,50
S5,2020-11-13,64
S6,2020-11-13,20
S7,2020-11-13,50
S8,2020-11-13,57
S9,2020-11-13,15
S10,2020-11-13,22
S11,2020-11-13,31
S12,2020-11-13,45
S13,2020-11-13,38
S14,2020-11-13,45
S15,2020-11-13,30
S1,2020-11-14,59
S2,2020-11-14,51
S3,2020-11-14,31
S4,2020-11-14,62
S5,2020-11-14,45
S6,2020-11-14,37
S7,2020-11-14,19
S8,2020-11-14,53
S9,2020-11-14,20
S10,2020-11-14,31
S11,2020-11-14,21
S12,2020-11-14,43
S13,2020-11-14,27
S14,2020-11-14,23
S15,2020-11-14,31
S1,2020-11-15,27
S2,2020-11-15,21
S3,2020-11-15,41
S4,2020-11-15,39
S5,2020-11-15,44
S6,2020-11-15,64
S7,2020-11-15,26
S8,2020-11-15,35
S9,2020-11-15,51
S10,2020-11-15,37
S11,2020-11-15,16
S12,2020-11-15,38
S13,2020-11-15,34
S14,2020-11-15,54
S15,2020-11-15,53
S1,2020-11-16,24
S2,2020-11-16,32
S3,2020-11-16,60
S4,2020-11-16,48
S5,2020-11-16,55
S6,2020-11-16,45
S7,2020-11-16,45
S8,2020-11-16,53
S9,2020-11-16,45
S10,2020-11-16,22
S11,2020-11-16,37
S12,2020-11-16,42
S13,2020-11-16,64
S14,2020-11-16,29
S15,2020-11-16,53
S1,2020-11-17,42
S2,2020-11-17,32
S3,2020-11-17,43
S4,2020-11-17,48
S5,2020-11-17,59
S6,2020-11-17,20
S7,2020-11-17,14
S8,2020-11-17,63
S9,2020-11-17,11
S10,2020-11-17,30
S11,2020-11-17,42
S12,2020-11-17,26
S13,2020-11-17,44
S14,2020-11-17,34
S15,2020-11-17,39
S1,2020-11-18,63
S2,2020-11-18,49
S3,2020-11-18,64
S4,2020-11-18,32
S5,2020-11-18,16
S6,2020-11-18,53
S7,2020-11-18,48
S8,2020-11-18,44
S9,2020-11-18,33
S10,2020-11-18,51
S11,2020-11-18,47
S12,2020-11-18,32
S13,2020-11-18,61
S14,2020-11-18,27
S15,2020-11-18,16
S1,2020-11-19,32
S2,2020-11-19,26
S3,2020-11-19,16
S4,2020-11-19,62
S5,2020-11-19,60
S6,2020-11-19,48
S7,2020-11-19,60
S8,2020-11-19,50
S9,2020-11-19,59
S10,2020-11-19,43
S11,2020-11-19,20
S12,2020-11-19,33
S13,2020-11-19,58
S14,2020-11-19,28
S15,2020-11-19,22
S1,2020-11-20,28
S2,2020-11-20,10
S3,2020-11-20,28
S4,2020-11-20,16
S5,2020-11-20,24
S6,2020-11-20,53
S7,2020-11-20,42
S8,2020-11-20,42
S9,2020-11-20,22
S10,2020-11-20,64
S11,2020-11-20,58
S12,2020-11-20,52
S13,2020-11-20,20
S14,2020-11-20,61
S15,2020-11-20,22
S1,2020-11-21,52
S2,2020-11-21,18
S3,2020-11-21,46
S4,2020-11-21,60
S5,2020-11-21,62
S6,2020-11-21,26
S7,2020-11-21,19
S8,2020-11-21,47
S9,2020-11-21,39
S10,2020-11-21,55
S11,2020-11-21,13
S12,2020-11-21,63
S13,2020-11-21,15
S14,2020-11-21,54
S15,2020-11-21,61
S1,2020-11-22,30
S2,2020-11-22,54
S3,2020-11-22,26
S4,2020-11-22,20
S5,2020-11-22,32
S6,2020-11-22,46
S7,2020-11-22,14
S8,2020-11-22,54
S9,2020-11-22,12
S10,2020-11-22,28
S11,2020-11-22,54
S12,2020-11-22,48
S13,2020-11-22,58
S14,2020-11-22,63
S15,2020-11-22,11
S1,2020-11-23,60
S2,2020-11-23,49
S3,2020-11-23,54
S4,2020-11-23,46
S5,2020-11-23,55
S6,2020-11-23,11
S7,2020-11-23,51
S8,2020-11-23,63
S9,2020-11-23,30
S10,2020-11-23,60
S11,2020-11-23,18
S12,2020-11-23,28
S13,2020-11-23,53
S14,2020-11-23,25
S15,2020-11-23,21
S1,2020-11-24,54
S2,2020-11-24,37
S3,2020-11-24,53
S4,2020-11-24,26
S5,2020-11-24,44
S6,2020-11-24,14
S7,2020-11-24,36
S8,2020-11-24,64
S9,2020-11-24,38
S10,2020-11-24,41
S11,2020-11-24,48
S12,2020-11-24,28
S13,2020-11-24,44
S14,2020-11-24,41
S15,2020-11-24,18
S1,2020-11-25,43
S2,2020-11-25,26
S3,2020-11-25,49
S4,2020-11-25,38
S5,2020-11-25,59
S6,2020-11-25,28
S7,2020-11-25,19
S8,2020-11-25,33
S9,2020-11-25,63
S10,2020-11-25,59
S11,2020-11-25,43
S12,2020-11-25,55
S13,2020-11-25,60
S14,2020-11-25,25
S15,2020-11-25,24
S1,2020-11-26,28
S2,2020-11-26,25
S3,2020-11-26,39
S4,2020-11-26,56
S5,2020-11-26,39
S6,2020-11-26,27
S7,2020-11-26,59
S8,2020-11-26,42
S9,2020-11-26,28
S10,2020-11-26,61
S11,2020-11-26,34
S12,2020-11-26,49
S13,2020-11-26,25
S14,2020-11-26,15
S15,2020-11-26,17
S1,2020-11-27,48
S2,2020-11-27,17
S3,2020-11-27,32
S4,2020-11-27,21
S5,2020-11-27,27
S6,2020-11-27,57
S7,2020-11-27,44
S8,2020-11-27,25
S9,2020-11-27,31
S10,2020-11-27,57
S11,2020-11-27,44
S12,2020-11-27,13
S13,2020-11-27,55
S14,2020-11-27,32
S15,2020-11-27,11
S1,2020-11-28,24
S2,2020-11-28,40
S3,2020-11-28,49
S4,2020-11-28,24
S5,2020-11-28,22
S6,2020-11-28,33
S7,2020-11-28,54
S8,2020-11-28,52
S9,2020-11-28,12
S10,2020-11-28,56
S11,2020-11-28,48
S12,2020-11-28,48
S13,2020-11-28,30
S14,2020-11-28,42
S15,2020-11-28,35
S1,2020-11-29,44
S2,2020-11-29,58
S3,2020-11-29,28
S4,2020-11-29,56
S5,2020-11-29,20
S6,2020-11-29,35
S7,2020-11-29,32
S8,2020-11-29,48
S9,2020-11-29,62
S10,2020-11-29,31
S11,2020-11-29,49
S12,2020-11-29,10
S13,2020-11-29,18
S14,2020-11-29,64
S15,2020-11-29,59
S1,2020-11-30,23
S2,2020-11-30,14
S3,2020-11-30,20
S4,2020-11-30,26
S5,2020-11-30,47
S6,2020-11-30,58
S7,2020-11-30,64
S8,2020-11-30,11
S9,2020-11-30,57
S10,2020-11-30,49
S11,2020-11-30,59
S12,2020-11-30,30
S13,2020-11-30,29
S14,2020-11-30,30
S15,2020-11-30,44
S1,2020-12-01,19
S2,2020-12-01,23
S3,2020-12-01,48
S4,2020-12-01,60
S5,2020-12-01,22
S6,2020-12-01,51
S7,2020-12-01,50
S8,2020-12-01,63
S9,2020-12-01,21
S10,2020-12-01,40
S11,2020-12-01,56
S12,2020-12-01,57
S13,2020-12-01,52
S14,2020-12-01,58
S15,2020-12-01,38
S1,2020-12-02,32
S2,2020-12-02,45
S3,2020-12-02,53
S4,2020-12-02,18
S5,2020-12-02,42
S6,2020-12-02,43
S7,2020-12-02,38
S8,2020-12-02,13
S9,2020-12-02,59
S10,2020-12-02,42
S11,2020-12-02,45
S12,2020-12-02,57
S13,2020-12-02,35
S14,2020-12-02,17
S15,2020-12-02,26
S1,2020-12-03,15
S2,2020-12-03,13
S3,2020-12-03,28
S4,2020-12-03,27
S5,2020-12-03,22
S6,2020-12-03,35
S7,2020-12-03,27
S8,2020-12-03,22
S9,2020-12-03,51
S10,2020-12-03,18
S11,2020-12-03,38
S12,2020-12-03,15
S13,2020-12-03,64
S14,2020-12-03,51
S15,2020-12-03,55
S1,2020-12-04,11
S2,2020-12-04,21
S3,2020-12-04,17
S4,2020-12-04,29
S5,2020-12-04,26
S6,2020-12-04,23
S7,2020-12-04,41
S8,2020-12-04,21
S9,2020-12-04,53
S10,2020-12-04,10
S11,2020-12-04,45
S12,2020-12-04,19
S13,2020-12-04,53
S14,2020-12-04,28
S15,2020-12-04,42
S1,2020-12-05,58
S2,2020-12-05,24
S3,2020-12-05,56
S4,2020-12-05,59
S5,2020-12-05,35
S6,2020-12-05,53
S7,2020-12-05,38
S8,2020-12-05,34
S9,2020-12-05,45
S10,2020-12-05,12
S11,2020-12-05,15
S12,2020-12-05,33
S13,2020-12-05,11
S14,2020-12-05,64
S15,2020-12-05,14
S1,2020-12-06,38
S2,2020-12-06,39
S3,2020-12-06,27
S4,2020-12-06,14
S5,2020-12-06,41
S6,2020-12-06,33
S7,2020-12-06,49
S8,2020-12-06,16
S9,2020-12-06,56
S10,2020-12-06,13
S11,2020-12-06,38
S12,2020-12-06,56
S13,2020-12-06,39
S14,2020-12-06,27
S15,2020-12-06,41
S1,2020-12-07,25
S2,2020-12-07,39
S3,2020-12-07,59
S4,2020-12-07,18
S5,2020-12-07,24
S6,2020-12-07,23
S7,2020-12-07,23
S8,2020-12-07,14
S9,2020-12-07,26
S10,2020-12-07,12
S11,2020-12-07,37
S12,2020-12-07,52
S13,2020-12-07,37
S14,2020-12-07,26
S15,2020-12-07,20
S1,2020-12-08,55
S2,2020-12-08,39
S3,2020-12-08,21
S4,2020-12-08,48
S5,2020-12-08,37
S6,2020-12-08,16
S7,2020-12-08,57
S8,2020-12-08,48
S9,2020-12-08,51
S10,2020-12-08,19
S11,2020-12-08,18
S12,2020-12-08,18
S13,2020-12-08,10
S14,2020-12-08,56
S15,2020-12-08,61
S1,2020-12-09,61
S2,2020-12-09,63
S3,2020-12-09,17
S4,2020-12-09,14
S5,2020-12-09,52
S6,2020-12-09,41
S7,2020-12-09,38
S8,2020-12-09,58
S9,2020-12-09,49
S10,2020-12-09,55
S11,2020-12-09,24
S12,2020-12-09,34
S13,2020-12-09,11
S14,2020-12-09,11
S15,2020-12-09,14
S1,2020-12-10,46
S2,2020-12-10,22
S3,2020-12-10,54
S4,2020-12-10,45
S5,2020-12-10,23
S6,2020-12-10,64
S7,2020-12-10,44
S8,2020-12-10,55
S9,2020-12-10,55
S10,2020-12-10,34
S11,2020-12-10,33
S12,2020-12-10,55
S13,2020-12-10,17
S14,2020-12-10,64
S15,2020-12-10,16
S1,2020-12-11,15
S2,2020-12-11,23
S3,2020-12-11,23
S4,2020-12-11,30
S5,2020-12-11,15
S6,2020-12-11,38
S7,2020-12-11,44
S8,2020-12-11,32
S9,2020-12-11,39
S10,2020-12-11,43
S11,2020-12-11,26
S12,2020-12-11,46
S13,2020-12-11,36
S14,2020-12-11,58
S15,2020-12-11,22
S1,2020-12-12,47
S2,2020-12-12,56
S3,2020-12-12,46
S4,2020-12-12,47
S5,2020-12-12,38
S6,2020-12-12,60
S7,2020-12-12,28
S8,2020-12-12,29
S9,2020-12-12,43
S10,2020-12-12,61
S11,2020-12-12,27
S12,2020-12-12,18
S13,2020-12-12,27
S14,2020-12-12,44
S15,2020-12-12,28
S1,2020-12-13,51
S2,2020-12-13,31
S3,2020-12-13,59
S4,2020-12-13,43
S5,2020-12-13,49
S6,2020-12-13,10
S7,2020-12-13,21
S8,2020-12-13,45
S9,2020-12-13,61
S10,2020-12-13,40
S11,2020-12-13,11
S12,2020-12-13,55
S13,2020-12-13,25
S14,2020-12-13,11
S15,2020-12-13,62
S1,2020-12-14,27
S2,2020-12-14,17
S3,2020-12-14,62
S4,2020-12-14,42
S5,2020-12-14,52
S6,2020-12-14,41
S7,2020-12-14,18
S8,2020-12-14,34
S9,2020-12-14,35
S10,2020-12-14,21
S11,2020-12-14,52
S12,2020-12-14,58
S13,2020-12-14,45
S14,2020-12-14,33
S15,2020-12-14,52
S1,2020-12-15,30
S2,2020-12-15,26
S3,2020-12-15,53
S4,2020-12-15,20
S5,2020-12-15,57
S6,2020-12-15,59
S7,2020-12-15,52
S8,2020-12-15,58
S9,2020-12-15,19
S10,2020-12-15,21
S11,2020-12-15,35
S12,2020-12-15,20
S13,2020-12-15,50
S14,2020-12-15,17
S15,2020-12-15,36
S1,2020-12-16,15
S2,2020-12-16,13
S3,2020-12-16,27
S4,2020-12-16,46
S5,2020-12-16,44
S6,2020-12-16,19
S7,2020-12-16,20
S8,2020-12-16,50
S9,2020-12-16,56
S10,2020-12-16,51
S11,2020-12-16,43
S12,2020-12-16,62
S13,2020-12-16,33
S14,2020-12-16,32
S15,2020-12-16,62
S1,2020-12-17,16
S2,2020-12-17,41
S3,2020-12-17,22
S4,2020-12-17,18
S5,2020-12-17,20
S6,2020-12-17,49
S7,2020-12-17,11
S8,2020-12-17,15
S9,2020-12-17,19
S10,2020-12-17,12
S11,2020-12-17,40
S12,2020-12-17,24
S13,2020-12-17,53
S14,2020-12-17,30
S15,2020-12-17,26
S1,2020-12-18,31
S2,2020-12-18,33
S3,2020-12-18,27
S4,2020-12-18,64
S5,2020-12-18,15
S6,2020-12-18,49
S7,2020-12-18,40
S8,2020-12-18,64
S9,2020-12-18,54
S10,2020-12-18,43
S11,2020-12-18,19
S12,2020-12-18,41
S13,2020-12-18,61
S14,2020-12-18,33
S15,2020-12-18,24
S1,2020-12-19,62
S2,2020-12-19,28
S3,2020-12-19,36
S4,2020-12-19,21
S5,2020-12-19,14
S6,2020-12-19,59
S7,2020-12-19,62
S8,2020-12-19,41
S9,2020-12-19,61
S10,2020-12-19,51
S11,2020-12-19,13
S12,2020-12-19,63
S13,2020-12-19,18
S14,2020-12-19,43
S15,2020-12-19,13
S1,2020-12-20,60
S2,2020-12-20,32
S3,2020-12-20,30
S4,2020-12-20,40
S5,2020-12-20,30
S6,2020-12-20,20
S7,2020-12-20,44
S8,2020-12-20,33
S9,2020-12-20,26
S10,2020-12-20,23
S11,2020-12-20,41
S12,2020-12-20,42
S13,2020-12-20,33
S14,2020-12-20,40
S15,2020-12-20,11
S1,2020-12-21,18
S2,2020-12-21,15
S3,2020-12-21,46
S4,2020-12-21,59
S5,2020-12-21,14
S6,2020-12-21,21
S7,2020-12-21,52
S8,2020-12-21,41
S9,2020-12-21,25
S10,2020-12-21,31
S11,2020-12-21,33
S12,2020-12-21,56
S13,2020-12-21,30
S14,2020-12-21,22
S15,2020-12-21,11
S1,2020-12-22,50
S2,2020-12-22,32
S3,2020-12-22,30
S4,2020-12-22,50
S5,2020-12-22,47
S6,2020-12-22,51
S7,2020-12-22,21
S8,2020-12-22,30
S9,2020-12-22,13
S10,2020-12-22,14
